,Team,Salary,Player,Position,Season,Playoffs,Team Winning Percentage
3398,San Antonio Spurs,1054000.0,DeJuan Blair, C,2012,Conf Finals,0.758
3399,Boston Celtics,1042320.0,JaJuan Johnson, PF,2012,Conf Finals,0.591
3401,Cleveland Cavaliers,1029389.0,Jawad Williams, SF,2012,Did not make the Playoffs,0.318
3402,Golden State Warriors,1027424.0,Earl Barron, C,2012,Did not make the Playoffs,0.348
3403,Chicago Bulls,1020960.0,Jimmy Butler, SG,2012,Conf First Round,0.758
3404,Memphis Grizzlies,1000000.0,Jeremy Pargo, PG,2012,Conf First Round,0.621
3405,Milwaukee Bucks,1000000.0,Jon Brockman, PF,2012,Did not make the Playoffs,0.47
3406,Denver Nuggets,992680.0,Shavlik Randolph, PF,2012,Conf First Round,0.5760000000000001
3407,Dallas Mavericks,915852.0,Ian Mahinmi, C,2012,Conf First Round,0.545
3408,Chicago Bulls,915852.0,John Lucas III, PG,2012,Conf First Round,0.758
3409,Dallas Mavericks,915852.0,Brandan Wright, F,2012,Conf First Round,0.545
3410,New York Knicks,885120.0,Henry Walker, SF,2012,Conf First Round,0.545
3411,Utah Jazz,885120.0,DeMarre Carroll, SF,2012,Conf First Round,0.545
3412,Denver Nuggets,885120.0,Pops Mensah-Bonsu, PF,2012,Conf First Round,0.5760000000000001
3413,Atlanta Hawks,884881.0,Salim Stoudamire, SG,2012,Conf First Round,0.606
3415,Chicago Bulls,855189.0,Anthony Roberson, SG,2012,Conf First Round,0.758
3416,New York Knicks,855189.0,Mouhamed Sene, C,2012,Conf First Round,0.545
3417,Sacramento Kings,855189.0,Quincy Douby, SG,2012,Did not make the Playoffs,0.33299999999999996
3418,Golden State Warriors,855189.0,Tarence Kinsey, SG,2012,Did not make the Playoffs,0.348
3419,Philadelphia 76ers,854389.0,Francisco Elson, C,2012,Conf Semifinals,0.53
3420,New Orleans Hornets,854389.0,Trey Johnson, SG,2012,Did not make the Playoffs,0.318
3421,Miami Heat,854389.0,Luke Jackson, SF,2012,Champion,0.6970000000000001
3422,San Antonio Spurs,854389.0,Derrick Byars, SF,2012,Conf Finals,0.758
3423,Memphis Grizzlies,854389.0,Kyle Weaver, SG,2012,Conf First Round,0.621
3424,Atlanta Hawks,854389.0,Jannero Pargo, PG,2012,Conf First Round,0.606
3425,Memphis Grizzlies,854389.0,Darius Miles, SF,2012,Conf First Round,0.621
3426,Washington Wizards,854389.0,Javaris Crittenton, PG,2012,Did not make the Playoffs,0.303
3427,Golden State Warriors,854389.0,Joe Alexander, SF,2012,Did not make the Playoffs,0.348
3428,San Antonio Spurs,854389.0,Gary Neal, PG,2012,Conf Finals,0.758
3429,Houston Rockets,850000.0,Chandler Parsons, SF,2012,Did not make the Playoffs,0.515
3430,Toronto Raptors,830000.0,Solomon Alabi, C,2012,Did not make the Playoffs,0.348
3431,Phoenix Suns,826828.0,Michael Redd, SG,2012,Did not make the Playoffs,0.5
3432,Sacramento Kings,825497.0,Desmond Mason, SF,2012,Did not make the Playoffs,0.33299999999999996
3433,Washington Wizards,825497.0,Paul Davis, C,2012,Did not make the Playoffs,0.303
3435,Golden State Warriors,825497.0,Jermareo Davidson, PF,2012,Did not make the Playoffs,0.348
3436,Oklahoma City Thunder,825497.0,Kevin Ollie, PG,2012,Finals,0.7120000000000001
3437,Oklahoma City Thunder,825497.0,Ryan Bowen, SF,2012,Finals,0.7120000000000001
3438,Boston Celtics,825497.0,Gabe Pruitt, PG,2012,Conf Finals,0.591
3439,Indiana Pacers,810000.0,Lance Stephenson, SG,2012,Conf Semifinals,0.636
3440,Sacramento Kings,809875.0,Tyler Honeycutt, SF,2012,Did not make the Playoffs,0.33299999999999996
3441,Cleveland Cavaliers,804131.0,Chris Quinn, PG,2012,Did not make the Playoffs,0.318
3442,Portland Trail Blazers,799105.0,Sean Marks, PF,2012,Did not make the Playoffs,0.424
3443,San Antonio Spurs,792377.0,Ike Diogu, PF,2012,Conf Finals,0.758
3444,Los Angeles Clippers,792377.0,Solomon Jones, PF,2012,Conf Semifinals,0.606
3447,San Antonio Spurs,788872.0,Marcus Cousin, C,2012,Conf Finals,0.758
3448,Toronto Raptors,788872.0,Andy Rautins, SG,2012,Did not make the Playoffs,0.348
3449,Phoenix Suns,788872.0,Zabian Dowdell, PG,2012,Did not make the Playoffs,0.5
3451,Atlanta Hawks,788872.0,Pape Sy, SF,2012,Conf First Round,0.606
3453,Golden State Warriors,785487.0,Nate Robinson, PG,2012,Did not make the Playoffs,0.348
3454,Cleveland Cavaliers,780871.0,Jermaine Taylor, SG,2012,Did not make the Playoffs,0.318
3455,Dallas Mavericks,771706.0,Yi Jianlian, SF,2012,Conf First Round,0.545
3456,Washington Wizards,762195.0,Hamady Ndiaye, C,2012,Did not make the Playoffs,0.303
3458,Memphis Grizzlies,762195.0,Tony Gaffney, SF,2012,Conf First Round,0.621
3459,Boston Celtics,762195.0,Greg Stiemsma, C,2012,Conf Finals,0.591
3460,Utah Jazz,762195.0,Brian Butch, C,2012,Conf First Round,0.545
3462,Cleveland Cavaliers,762195.0,Samardo Samuels, PF,2012,Did not make the Playoffs,0.318
3463,Cleveland Cavaliers,762195.0,Semih Erden, C,2012,Did not make the Playoffs,0.318
3464,Miami Heat,762195.0,Dexter Pittman, C,2012,Champion,0.6970000000000001
3465,New York Knicks,736420.0,Joe Crawford, SG,2012,Conf First Round,0.545
3466,Los Angeles Clippers,736420.0,Mike Taylor, PG,2012,Conf Semifinals,0.606
3467,Detroit Pistons,736420.0,Walter Sharpe, PF,2012,Did not make the Playoffs,0.379
3468,Chicago Bulls,736420.0,DeMarcus Nelson, SG,2012,Conf First Round,0.758
3471,San Antonio Spurs,708640.0,Ime Udoka, SG,2012,Conf Finals,0.758
3472,Oklahoma City Thunder,679821.0,Mike Wilks, PG,2012,Finals,0.7120000000000001
3473,Memphis Grizzlies,668434.0,Brian Skinner, PF,2012,Conf First Round,0.621
3474,Philadelphia 76ers,650686.0,Allen Iverson, SG,2012,Conf Semifinals,0.53
3475,Golden State Warriors,650000.0,Jeremy Tyler, C,2012,Did not make the Playoffs,0.348
3476,Golden State Warriors,633253.0,Acie Law, PG,2012,Did not make the Playoffs,0.348
3477,Memphis Grizzlies,550000.0,Josh Selby, PG,2012,Conf First Round,0.621
3478,Los Angeles Clippers,535000.0,Trey Thompkins, PF,2012,Conf Semifinals,0.606
3479,Atlanta Hawks,530547.0,Erick Dampier, C,2012,Conf First Round,0.606
3480,Orlando Magic,524964.0,Jason Williams, PG,2012,Conf First Round,0.561
3481,Orlando Magic,522472.0,Ish Smith, PG,2012,Conf First Round,0.561
3482,Los Angeles Clippers,500000.0,Travis Leslie, PG,2012,Conf Semifinals,0.606
3483,Minnesota Timberwolves,500000.0,Malcolm Lee, SG,2012,Did not make the Playoffs,0.39399999999999996
3484,Oklahoma City Thunder,475000.0,Ryan Reid, PF,2012,Finals,0.7120000000000001
3485,Sacramento Kings,473604.0,Pooh Jeter, PG,2012,Did not make the Playoffs,0.33299999999999996
3486,Golden State Warriors,473604.0,Charles Jenkins, PG,2012,Did not make the Playoffs,0.348
3487,Washington Wizards,473604.0,Shelvin Mack, PG,2012,Did not make the Playoffs,0.303
3488,Philadelphia 76ers,473604.0,Lavoy Allen, F,2012,Conf Semifinals,0.53
3489,New York Knicks,473604.0,Josh Harrellson, C,2012,Conf First Round,0.545
3490,Charlotte Bobcats,473604.0,Cory Higgins, PG,2012,Did not make the Playoffs,0.106
3492,Golden State Warriors,473604.0,Chris Wright, SF,2012,Did not make the Playoffs,0.348
3493,Milwaukee Bucks,473604.0,Jon Leuer, PF,2012,Did not make the Playoffs,0.47
3494,New Orleans Hornets,473604.0,Carldell Johnson, PG,2012,Did not make the Playoffs,0.318
3495,Milwaukee Bucks,457588.0,Marcus Landry, SF,2012,Did not make the Playoffs,0.47
3496,Utah Jazz,457588.0,Trey Gilder, SF,2012,Conf First Round,0.545
3498,Indiana Pacers,435000.0,Kyrylo Fesenko, C,2012,Conf Semifinals,0.636
3499,Portland Trail Blazers,420304.0,Joel Przybilla, C,2012,Did not make the Playoffs,0.424
3500,New Jersey Nets,413413.0,Gerald Green, SG,2012,Did not make the Playoffs,0.33299999999999996
3501,Dallas Mavericks,402065.0,Peja Stojakovic, SF,2012,Conf First Round,0.545
3502,Detroit Pistons,374300.0,Walker Russell, PG,2012,Did not make the Playoffs,0.379
3503,Washington Wizards,319128.0,Ronny Turiaf, C,2012,Did not make the Playoffs,0.303
3504,New Orleans Hornets,305551.0,Lance Thomas, SF,2012,Did not make the Playoffs,0.318
3505,Dallas Mavericks,280192.0,Kelenna Azubuike, SF,2012,Conf First Round,0.545
3506,Memphis Grizzlies,261829.0,Gilbert Arenas, PG,2012,Conf First Round,0.621
3507,Sacramento Kings,254938.0,Terrence Williams, SG,2012,Did not make the Playoffs,0.33299999999999996
3508,Cleveland Cavaliers,252016.0,Manny Harris, PG,2012,Did not make the Playoffs,0.318
3509,Cleveland Cavaliers,248048.0,Ryan Hollins, C,2012,Did not make the Playoffs,0.318
3510,Charlotte Bobcats,241158.0,Boris Diaw, C,2012,Did not make the Playoffs,0.106
3511,Los Angeles Clippers,234268.0,Bobby Simmons, SF,2012,Conf Semifinals,0.606
3512,Oklahoma City Thunder,226162.0,Mustafa Shakur, PG,2012,Finals,0.7120000000000001
3513,Houston Rockets,220487.0,Earl Boykins, PG,2012,Did not make the Playoffs,0.515
3514,Chicago Bulls,220487.0,Mike James, PG,2012,Conf First Round,0.758
3515,Toronto Raptors,213597.0,Alan Anderson, SG,2012,Did not make the Playoffs,0.348
3516,San Antonio Spurs,213517.0,Patty Mills, PG,2012,Conf Finals,0.758
3517,Golden State Warriors,211084.0,Al Thornton, SF,2012,Did not make the Playoffs,0.348
3518,Portland Trail Blazers,208802.0,Travis Diener, PG,2012,Did not make the Playoffs,0.424
3519,Memphis Grizzlies,201033.0,Leon Powe, PF,2012,Conf First Round,0.621
3520,Washington Wizards,199816.0,Cartier Martin, PF,2012,Did not make the Playoffs,0.303
3521,Boston Celtics,196007.0,Carlos Arroyo, PG,2012,Conf Finals,0.591
3522,Toronto Raptors,190548.0,Ben Uzoh, PG,2012,Did not make the Playoffs,0.348
3523,Cleveland Cavaliers,160414.0,Donald Sloan, G,2012,Did not make the Playoffs,0.318
3524,Los Angeles Clippers,156595.0,Courtney Fortson, PG,2012,Conf Semifinals,0.606
3525,Washington Wizards,151585.0,James Singleton, F,2012,Did not make the Playoffs,0.303
3526,Miami Heat,137498.0,Mickell Gladness, C,2012,Champion,0.6970000000000001
3527,Utah Jazz,117134.0,Blake Ahearn, G,2012,Conf First Round,0.545
3528,Portland Trail Blazers,104494.0,Armon Johnson, PG,2012,Did not make the Playoffs,0.424
3529,Charlotte Bobcats,96017.0,Jamario Moon, SF,2012,Did not make the Playoffs,0.106
3530,Memphis Grizzlies,80703.0,Garrett Temple, SG,2012,Conf First Round,0.621
3531,Washington Wizards,75793.0,Morris Almond, SG,2012,Did not make the Playoffs,0.303
3532,Golden State Warriors,75793.0,Mikki Moore, C,2012,Did not make the Playoffs,0.348
3533,New York Knicks,69393.0,Dan Gadzuric, C,2012,Conf First Round,0.545
3534,New Orleans Hornets,64930.0,Jerome Dyson, PG,2012,Did not make the Playoffs,0.318
3535,Houston Rockets,57291.0,Diamon Simpson, SF,2012,Did not make the Playoffs,0.515
3536,New Orleans Hornets,55321.0,Darryl Watkins, C,2012,Did not make the Playoffs,0.318
3537,Dallas Mavericks,49966.0,Sean Williams, PF,2012,Conf First Round,0.545
3538,Memphis Grizzlies,48232.0,Lester Hudson, SG,2012,Conf First Round,0.621
3539,Cleveland Cavaliers,40375.0,Cedric Jackson, G,2012,Did not make the Playoffs,0.318
3540,New Orleans Hornets,38194.0,Jeff Foote, C,2012,Did not make the Playoffs,0.318
3541,Minnesota Timberwolves,35868.0,Othyus Jeffers, SG,2012,Did not make the Playoffs,0.39399999999999996
3542,Cleveland Cavaliers,22916.0,D.J. Kennedy, SG,2012,Did not make the Playoffs,0.318
3543,New Jersey Nets,22287.0,Larry Owens, SF,2012,Did not make the Playoffs,0.33299999999999996
3545,Philadelphia 76ers,11458.0,Xavier Silas, G,2012,Conf Semifinals,0.53
3546,Los Angeles Lakers,30453805.0,Kobe Bryant, SF,2013,Conf First Round,0.5489999999999999
3547,Los Angeles Clippers,18668431.0,Chris Paul, PG,2013,Conf First Round,0.6829999999999999
3548,Oklahoma City Thunder,17832626.0,Kevin Durant, SF,2013,Conf Semifinals,0.732
3549,Chicago Bulls,17632688.0,Derrick Rose, PG,2013,Conf Semifinals,0.5489999999999999
3550,Brooklyn Nets,17177795.0,Deron Williams, PG,2013,Conf First Round,0.598
3551,Philadelphia 76ers,16889000.0,Andrew Bynum, C,2013,Did not make the Playoffs,0.415
3552,Boston Celtics,16790345.0,Paul Pierce, SF,2013,Conf First Round,0.506
3553,Memphis Grizzlies,16500000.0,Zach Randolph, PF,2013,Conf Finals,0.6829999999999999
3554,Memphis Grizzlies,16460538.0,Rudy Gay, SF,2013,Conf Finals,0.6829999999999999
3555,Chicago Bulls,15300000.0,Carlos Boozer, PF,2013,Conf Semifinals,0.5489999999999999
3556,Denver Nuggets,14968250.0,Andre Iguodala, SG,2013,Conf First Round,0.695
3557,Dallas Mavericks,20907128.0,Dirk Nowitzki, PF,2013,Did not make the Playoffs,0.5
3558,Oklahoma City Thunder,14693906.0,Russell Westbrook, PG,2013,Conf Semifinals,0.732
3559,Washington Wizards,14487500.0,Emeka Okafor, C,2013,Did not make the Playoffs,0.354
3560,Chicago Bulls,14275000.0,Luol Deng, SF,2013,Conf Semifinals,0.5489999999999999
3561,San Antonio Spurs,14107492.0,Manu Ginobili, G,2013,Finals,0.7070000000000001
3562,Memphis Grizzlies,13891359.0,Marc Gasol, C,2013,Conf Finals,0.6829999999999999
3563,Los Angeles Clippers,13701250.0,Blake Griffin, PF,2013,Conf First Round,0.6829999999999999
3564,Brooklyn Nets,13668750.0,Brook Lopez, C,2013,Conf First Round,0.598
3565,Minnesota Timberwolves,13668750.0,Kevin Love, PF,2013,Did not make the Playoffs,0.37799999999999995
3566,New York Knicks,13604188.0,Tyson Chandler, C,2013,Conf Semifinals,0.659
3567,Portland Trail Blazers,13500000.0,LaMarcus Aldridge, PF,2013,Did not make the Playoffs,0.402
3568,New York Knicks,19948799.0,Amar'e Stoudemire, C,2013,Conf Semifinals,0.659
3569,Utah Jazz,13500000.0,Al Jefferson, C,2013,Did not make the Playoffs,0.524
3570,Charlotte Bobcats,13200000.0,Ben Gordon, SG,2013,Did not make the Playoffs,0.256
3571,Atlanta Hawks,13200000.0,Josh Smith, PF,2013,Conf First Round,0.537
3572,Indiana Pacers,13058606.0,Danny Granger, SF,2013,Conf Finals,0.605
3573,Golden State Warriors,13000000.0,Andrew Bogut, C,2013,Conf Semifinals,0.573
3574,Washington Wizards,13000000.0,Nene Hilario, C,2013,Did not make the Playoffs,0.354
3575,Golden State Warriors,12744000.0,David Lee, PF,2013,Conf Semifinals,0.573
3576,San Antonio Spurs,12500000.0,Tony Parker, PG,2013,Finals,0.7070000000000001
3577,Oklahoma City Thunder,12439675.0,Kevin Martin, SG,2013,Conf Semifinals,0.732
3578,Oklahoma City Thunder,12350000.0,Serge Ibaka, PF,2013,Conf Semifinals,0.732
3579,Brooklyn Nets,19752645.0,Joe Johnson, G,2013,Conf First Round,0.598
3580,Brooklyn Nets,12000000.0,Kris Humphries, PF,2013,Conf First Round,0.598
3581,New York Knicks,19444503.0,Carmelo Anthony, PF,2013,Conf Semifinals,0.659
3582,Los Angeles Lakers,19285850.0,Pau Gasol, C,2013,Conf First Round,0.5489999999999999
3583,Miami Heat,19067500.0,Chris Bosh, PF,2013,Champion,0.805
3584,Miami Heat,19067500.0,LeBron James, SF,2013,Champion,0.805
3585,Miami Heat,18673000.0,Dwyane Wade, SG,2013,Champion,0.805
3586,Atlanta Hawks,12000000.0,Al Horford, C,2013,Conf First Round,0.537
3587,Boston Celtics,11566265.0,Kevin Garnett, PF,2013,Conf First Round,0.506
3588,Chicago Bulls,11100000.0,Joakim Noah, C,2013,Conf Semifinals,0.5489999999999999
3589,Toronto Raptors,11046591.0,Jose Calderon, PG,2013,Did not make the Playoffs,0.415
3590,Boston Celtics,11000000.0,Rajon Rondo, PG,2013,Conf First Round,0.506
3591,Milwaukee Bucks,11000000.0,Monta Ellis, SG,2013,Conf First Round,0.46299999999999997
3592,Los Angeles Clippers,10986550.0,DeAndre Jordan, C,2013,Conf First Round,0.6829999999999999
3593,Detroit Pistons,10924138.0,Corey Maggette, SF,2013,Did not make the Playoffs,0.354
3594,Brooklyn Nets,10890000.0,Mehmet Okur, C,2013,Conf First Round,0.598
3595,Portland Trail Blazers,10850000.0,Nicolas Batum, SF,2013,Did not make the Playoffs,0.402
3596,Golden State Warriors,10164000.0,Richard Jefferson, F,2013,Conf Semifinals,0.573
3597,San Antonio Spurs,10059750.0,Stephen Jackson, SF,2013,Finals,0.7070000000000001
3598,Denver Nuggets,10000000.0,JaVale McGee, C,2013,Conf First Round,0.695
3599,Toronto Raptors,10000000.0,Andrea Bargnani, C,2013,Did not make the Playoffs,0.415
3600,Indiana Pacers,10000000.0,David West, F,2013,Conf Finals,0.605
3601,Minnesota Timberwolves,9779349.0,Andrei Kirilenko, SF,2013,Did not make the Playoffs,0.37799999999999995
3602,Brooklyn Nets,9682435.0,Gerald Wallace, SF,2013,Conf First Round,0.598
3603,San Antonio Spurs,9638554.0,Tim Duncan, C,2013,Finals,0.7070000000000001
3604,Los Angeles Clippers,9500000.0,Cuttino Mobley, SG,2013,Conf First Round,0.6829999999999999
3605,Denver Nuggets,9439000.0,Danilo Gallinari, SF,2013,Conf First Round,0.695
3606,Los Angeles Lakers,9300500.0,Steve Nash, PG,2013,Conf First Round,0.5489999999999999
3607,Golden State Warriors,9000000.0,Andris Biedrins, C,2013,Conf Semifinals,0.573
3608,New Orleans Hornets,8700000.0,Ryan Anderson, PF,2013,Did not make the Playoffs,0.32899999999999996
3609,Dallas Mavericks,8646364.0,Shawn Marion, SG,2013,Did not make the Playoffs,0.5
3610,Utah Jazz,8603633.0,Paul Millsap, PF,2013,Did not make the Playoffs,0.524
3611,Orlando Magic,8600000.0,Jameer Nelson, G,2013,Did not make the Playoffs,0.244
3612,Utah Jazz,8500000.0,Mo Williams, PG,2013,Did not make the Playoffs,0.524
3613,Detroit Pistons,8500000.0,Rodney Stuckey, PG,2013,Did not make the Playoffs,0.354
3614,Atlanta Hawks,8500000.0,Devin Harris, PG,2013,Conf First Round,0.537
3615,Oklahoma City Thunder,8477437.0,Kendrick Perkins, C,2013,Conf Semifinals,0.732
3616,Boston Celtics,8385000.0,Jeff Green, SF,2013,Conf First Round,0.506
3617,Houston Rockets,8374646.0,Omer Asik, C,2013,Conf First Round,0.5489999999999999
3618,Houston Rockets,8374646.0,Jeremy Lin, PG,2013,Conf First Round,0.5489999999999999
3619,Cleveland Cavaliers,8368182.0,Anderson Varejao, C,2013,Did not make the Playoffs,0.293
3620,Philadelphia 76ers,8289130.0,Thaddeus Young, PF,2013,Did not make the Playoffs,0.415
3621,Utah Jazz,8287500.0,Marvin Williams, PF,2013,Did not make the Playoffs,0.524
3622,Sacramento Kings,8083000.0,John Salmons, SF,2013,Did not make the Playoffs,0.341
3623,Detroit Pistons,8060000.0,Charlie Villanueva, PF,2013,Did not make the Playoffs,0.354
3624,Charlotte Bobcats,8000000.0,Tyrus Thomas, PF,2013,Did not make the Playoffs,0.256
3625,Indiana Pacers,8000000.0,George Hill, PG,2013,Conf Finals,0.605
3627,Chicago Bulls,6600000.0,Jerome James, C,2013,Conf Semifinals,0.5489999999999999
3628,Portland Trail Blazers,6505320.0,Wesley Matthews, SG,2013,Did not make the Playoffs,0.402
3629,Philadelphia 76ers,6500000.0,Spencer Hawes, PF,2013,Did not make the Playoffs,0.415
3630,Orlando Magic,6400000.0,Glen Davis, PF,2013,Did not make the Playoffs,0.244
3631,Phoenix Suns,6400000.0,Channing Frye, F,2013,Did not make the Playoffs,0.305
3632,Toronto Raptors,6250000.0,Landry Fields, SG,2013,Did not make the Playoffs,0.415
3633,Miami Heat,6200000.0,Mike Miller, SG,2013,Champion,0.805
3634,Sacramento Kings,6100000.0,Francisco Garcia, SG,2013,Did not make the Playoffs,0.341
3635,Cleveland Cavaliers,6091363.0,Luke Walton, SF,2013,Did not make the Playoffs,0.293
3636,Toronto Raptors,6050000.0,Amir Johnson, C,2013,Did not make the Playoffs,0.415
3637,Phoenix Suns,6000000.0,Michael Beasley, SF,2013,Did not make the Playoffs,0.305
3638,Boston Celtics,6000000.0,Brandon Bass, PF,2013,Conf First Round,0.506
3639,Denver Nuggets,5930414.0,Wilson Chandler, SF,2013,Conf First Round,0.695
3640,Houston Rockets,5820417.0,James Harden, PG,2013,Conf First Round,0.5489999999999999
3641,Philadelphia 76ers,5799625.0,Jason Richardson, SG,2013,Did not make the Playoffs,0.415
3642,Toronto Raptors,5750000.0,Kyle Lowry, PG,2013,Did not make the Playoffs,0.415
3643,Philadelphia 76ers,5600000.0,Nick Young, G,2013,Did not make the Playoffs,0.415
3644,Sacramento Kings,5486250.0,Chuck Hayes, PF,2013,Did not make the Playoffs,0.341
3645,New York Knicks,5475113.0,Sasha Vujacic, SG,2013,Conf Semifinals,0.659
3646,Golden State Warriors,5400000.0,Jarrett Jack, G,2013,Conf Semifinals,0.573
3647,Miami Heat,7967375.0,Mark Blount, C,2013,Champion,0.805
3648,Milwaukee Bucks,7900000.0,Ersan Ilyasova, PF,2013,Conf First Round,0.46299999999999997
3649,Orlando Magic,7750000.0,Arron Afflalo, G,2013,Did not make the Playoffs,0.244
3650,Los Angeles Lakers,7727500.0,Metta World Peace, SF,2013,Conf First Round,0.5489999999999999
3651,Washington Wizards,7727280.0,Trevor Ariza, SF,2013,Did not make the Playoffs,0.354
3652,Phoenix Suns,7727280.0,Marcin Gortat, C,2013,Did not make the Playoffs,0.305
3653,Indiana Pacers,7595600.0,James Posey, SF,2013,Conf Finals,0.605
3654,Sacramento Kings,7525000.0,Marcus Thornton, SG,2013,Did not make the Playoffs,0.341
